,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count
171,test,N708,248,172,Engineering run test,object,G09,LeathaudGreene,Merian,143.93424355006414,2020B-0288,3.8487978973936956,600.0,1
172,test,N708,248,173,Engineering run test,object,G09,LeathaudGreene,Merian,147.18302524866775,2020B-0288,-0.8404311412134573,600.0,1
173,test,N708,248,174,Engineering run test,object,G09,LeathaudGreene,Merian,147.47405716496633,2020B-0288,-0.9134137765220264,600.0,1
174,test,N708,248,175,Engineering run test,object,G09,LeathaudGreene,Merian,147.76804321096736,2020B-0288,-0.9586892985065326,600.0,1
175,test,N708,248,176,Engineering run test,object,G09,LeathaudGreene,Merian,148.06201447771576,2020B-0288,-1.0042133718991808,600.0,1
176,test,N708,248,177,Engineering run test,object,G09,LeathaudGreene,Merian,146.36634035237824,2020B-0288,0.7564523332451195,600.0,1
177,test,N708,248,178,Engineering run test,object,G09,LeathaudGreene,Merian,146.65851442399952,2020B-0288,0.6840540028022899,600.0,1
178,test,N708,248,179,Engineering run test,object,G09,LeathaudGreene,Merian,146.95312044229462,2020B-0288,0.6390956064396589,600.0,1
179,test,N708,248,180,Engineering run test,object,G09,LeathaudGreene,Merian,147.24769877518517,2020B-0288,0.5938820407661709,600.0,1
180,test,N708,248,181,Engineering run test,object,G09,LeathaudGreene,Merian,145.5374166998944,2020B-0288,2.360632780428183,600.0,1
181,test,N708,248,182,Engineering run test,object,G09,LeathaudGreene,Merian,145.8307972078868,2020B-0288,2.288842513361728,600.0,1
182,test,N708,248,183,Engineering run test,object,G09,LeathaudGreene,Merian,146.12606259104734,2020B-0288,2.244215276738998,600.0,1
183,test,N708,248,184,Engineering run test,object,G09,LeathaudGreene,Merian,146.42128747631304,2020B-0288,2.1993261809174625,600.0,1
184,test,N708,248,185,Engineering run test,object,G09,LeathaudGreene,Merian,144.68628185747585,2020B-0288,3.9702172390133836,600.0,1
185,test,N708,248,186,Engineering run test,object,G09,LeathaudGreene,Merian,144.98093543397957,2020B-0288,3.899066926764358,600.0,1
186,test,N708,248,187,Engineering run test,object,G09,LeathaudGreene,Merian,145.2769010465996,2020B-0288,3.8547893869835526,600.0,1
187,test,N708,248,188,Engineering run test,object,G09,LeathaudGreene,Merian,145.5728134468229,2020B-0288,3.8102431510838044,600.0,1
188,test,N708,248,189,Engineering run test,object,G09,LeathaudGreene,Merian,148.8431361962296,2020B-0288,-0.8557772835558599,600.0,1
189,test,N708,248,190,Engineering run test,object,G09,LeathaudGreene,Merian,149.1341900730124,2020B-0288,-0.9299026818782498,600.0,1
190,test,N708,248,191,Engineering run test,object,G09,LeathaudGreene,Merian,149.4281916461272,2020B-0288,-0.9757955943535144,600.0,1
191,test,N708,248,192,Engineering run test,object,G09,LeathaudGreene,Merian,149.7221795259057,2020B-0288,-1.0219239162715625,600.0,1
